Dates,Clics,Ctr,Impressions,Bounces,Cr,Transactions,Av.session duration,Revenue,Ctr products list,Cart/details rate,Purchase / details rate,refunds,Exits ,New sessions,Av product price,Clics product list,Num.of products added to cart,Session value,Products list Ctr,Rpc,Session inclueded searches,Page/session,Av.number of product sold per transaction,Num.of times product included in a cart during the purchase process,Sessions
20170704,"552(0,26 %)","1,19 %","46.417(0,29 %)","11,51 %","2,06 %","45(0,30 %)",0:03:29,"1.266,49 €(0,25 %)","5,82 %","17,15 %","3,39 %","0(0,00 %)","26,64 %","56,10 %","16,39 €","3.443(0,45 %)","396(0,36 %)","0,58 €","5,82 %","2,29 €","0,28 %","3,69",1,"351(0,38 %)","2.180(0,21 %)"
20170703,"421(0,20 %)","1,23 %","34.310(0,21 %)","9,42 %","1,60 %","49(0,32 %)",0:02:56,"1.373,78 €(0,28 %)","6,34 %","17,75 %","3,07 %","0(0,00 %)","29,82 %","60,98 %","15,39 €","5.109(0,66 %)","480(0,43 %)","0,45 €","6,34 %","3,26 €","0,78 %","3,31","1,09","377(0,41 %)","3.068(0,29 %)"
20170702,"200(0,09 %)","1,32 %","15.142(0,09 %)","8,98 %","1,94 %","30(0,20 %)",0:02:41,"812,04 €(0,16 %)","6,29 %","18,11 %","3,45 %","0(0,00 %)","28,42 %","50,65 %","16,06 €","2.591(0,34 %)","283(0,25 %)","0,52 €","6,29 %","4,06 €","0,26 %","3,49",1,"280(0,30 %)","1.548(0,15 %)"
20170701,"76(0,04 %)","1,11 %","6.871(0,04 %)","12,28 %","3,05 %","34(0,22 %)",0:03:26,"1.176,63 €(0,24 %)","3,98 %","28,41 %","5,47 %","0(0,00 %)","25,81 %","38,35 %","16,26 €","1.531(0,20 %)","385(0,35 %)","1,05 €","3,98 %","15,48 €","0,36 %","3,84",1,"381(0,41 %)","1.116(0,11 %)"
20170630,"80(0,04 %)","0,88 %","9.126(0,06 %)","18,97 %","1,03 %","6(0,04 %)",0:01:58,"138,85 €(0,03 %)","3,27 %","9,19 %","1,62 %","0(0,00 %)","36,50 %","49,06 %","23,14 €","428(0,06 %)","39(0,04 %)","0,24 €","3,27 %","1,74 €","0,00 %","2,72",1,"32(0,03 %)","585(0,06 %)"
20170629,"78(0,04 %)","1,13 %","6.910(0,04 %)","16,32 %","2,54 %","17(0,11 %)",0:02:47,"483,14 €(0,10 %)","4,25 %","20,75 %","9,16 %","0(0,00 %)","30,95 %","48,65 %","8,18 €","670(0,09 %)","122(0,11 %)","0,72 €","4,25 %","6,19 €","1,65 %","3,22","1,18","156(0,17 %)","668(0,06 %)"
20170628,"369(0,17 %)","2,18 %","16.946(0,11 %)","9,17 %","1,48 %","19(0,13 %)",0:02:31,"365,06 €(0,07 %)","4,07 %","12,39 %","1,87 %","0(0,00 %)","32,42 %","57,89 %","17,38 €","1.492(0,19 %)","146(0,13 %)","0,28 €","4,07 %","0,99 €","0,47 %","3,07",1,"113(0,12 %)","1.287(0,12 %)"
20170627,"378(0,18 %)","1,70 %","22.265(0,14 %)","10,47 %","1,56 %","24(0,16 %)",0:02:26,"407,67 €(0,08 %)","4,61 %","13,00 %","1,98 %","0(0,00 %)","33,81 %","51,66 %","15,51 €","1.861(0,24 %)","171(0,15 %)","0,27 €","4,61 %","1,08 €","0,13 %","2,94",1,"137(0,15 %)","1.537(0,15 %)"
20170626,"259(0,12 %)","1,19 %","21.765(0,14 %)","11,79 %","1,14 %","13(0,09 %)",0:02:42,"227,51 €(0,05 %)","4,57 %","18,76 %","1,30 %","0(0,00 %)","30,76 %","46,20 %","18,07 €","1.334(0,17 %)","199(0,18 %)","0,20 €","4,57 %","0,88 €","0,52 %","3,2",1,"208(0,22 %)","1.145(0,11 %)"
20170625,"210(0,10 %)","1,19 %","17.578(0,11 %)","14,63 %","0,33 %","4(0,03 %)",0:02:31,"78,90 €(0,02 %)","3,35 %","16,91 %","0,52 %","0(0,00 %)","32,30 %","41,31 %","13,15 €","1.178(0,15 %)","199(0,18 %)","0,07 €","3,35 %","0,38 €","0,75 %","3,07",1,"124(0,13 %)","1.203(0,12 %)"
20170624,"106(0,05 %)","0,81 %","13.101(0,08 %)","16,16 %","1,52 %","6(0,04 %)",0:02:52,"222,25 €(0,04 %)","3,07 %","16,24 %","2,28 %","0(0,00 %)","31,08 %","43,18 %","24,22 €","347(0,04 %)","64(0,06 %)","0,56 €","3,07 %","2,10 €","0,51 %","3,17",1,"45(0,05 %)","396(0,04 %)"
20170623,"94(0,04 %)","0,68 %","13.733(0,09 %)","21,53 %","2,62 %","13(0,09 %)",0:02:54,"450,28 €(0,09 %)","3,19 %","16,75 %","7,61 %","0(0,00 %)","33,84 %","44,47 %","14,87 €","323(0,04 %)","66(0,06 %)","0,91 €","3,19 %","4,79 €","1,81 %","2,93",1,"79(0,09 %)","497(0,05 %)"
20170622,"118(0,06 %)","0,64 %","18.347(0,11 %)","11,24 %","0,87 %","15(0,10 %)",0:02:52,"492,56 €(0,10 %)","4,57 %","11,04 %","1,53 %","0(0,00 %)","27,62 %","60,45 %","20,47 €","2.118(0,27 %)","154(0,14 %)","0,29 €","4,57 %","4,17 €","0,00 %","3,55","1,14","116(0,13 %)","1.717(0,16 %)"
20170621,"348(0,16 %)","1,46 %","23.863(0,15 %)","10,51 %","1,06 %","19(0,13 %)",0:02:53,"446,76 €(0,09 %)","5,30 %","11,15 %","1,77 %","0(0,00 %)","27,39 %","59,17 %","16,09 €","2.676(0,35 %)","176(0,16 %)","0,25 €","5,30 %","1,28 €","0,34 %","3,64",1,"113(0,12 %)","1.788(0,17 %)"
20170620,"309(0,15 %)","1,17 %","26.356(0,16 %)","9,67 %","1,13 %","21(0,14 %)",0:02:34,"550,80 €(0,11 %)","5,38 %","11,08 %","2,24 %","0(0,00 %)","28,42 %","55,78 %","17,15 €","2.756(0,36 %)","163(0,15 %)","0,30 €","5,38 %","1,78 €","0,48 %","3,48",1,"195(0,21 %)","1.861(0,18 %)"
20170619,"405(0,19 %)","1,38 %","29.451(0,18 %)","11,76 %","0,90 %","17(0,11 %)",0:02:33,"450,60 €(0,09 %)","5,45 %","15,13 %","1,67 %","0(0,00 %)","30,50 %","57,07 %","18,51 €","2.342(0,30 %)","221(0,20 %)","0,24 €","5,45 %","1,11 €","0,69 %","3,26",1,"173(0,19 %)","1.880(0,18 %)"
20170618,"279(0,13 %)","1,13 %","24.595(0,15 %)","11,51 %","1,40 %","19(0,13 %)",0:02:36,"422,66 €(0,09 %)","4,05 %","17,35 %","2,34 %","0(0,00 %)","30,95 %","48,86 %","16,50 €","1.250(0,16 %)","178(0,16 %)","0,31 €","4,05 %","1,51 €","0,30 %","3,19","1,08","148(0,16 %)","1.355(0,13 %)"
20170617,"128(0,06 %)","0,73 %","17.438(0,11 %)","19,02 %","1,13 %","6(0,04 %)",0:02:20,"147,42 €(0,03 %)","3,37 %","12,93 %","1,39 %","0(0,00 %)","34,25 %","51,98 %","23,86 €","368(0,05 %)","60(0,05 %)","0,28 €","3,37 %","1,15 €","0,75 %","2,89",1,"41(0,04 %)","531(0,05 %)"
20170616,"148(0,07 %)","0,76 %","19.360(0,12 %)","11,55 %","3,08 %","24(0,16 %)",0:03:08,"830,64 €(0,17 %)","6,24 %","15,89 %","5,89 %","0(0,00 %)","28,10 %","54,17 %","18,41 €","1.045(0,14 %)","118(0,11 %)","1,07 €","6,24 %","5,61 €","1,16 %","3,54","1,05","103(0,11 %)","779(0,07 %)"
20170615,"154(0,07 %)","0,62 %","24.752(0,15 %)","6,91 %","1,73 %","45(0,30 %)",0:02:15,"1.189,52 €(0,24 %)","6,28 %","10,34 %","2,68 %","0(0,00 %)","28,30 %","70,89 %","16,81 €","3.387(0,44 %)","274(0,25 %)","0,46 €","6,28 %","7,72 €","0,35 %","3,52",1,"210(0,23 %)","2.604(0,25 %)"
20170614,"501(0,24 %)","1,54 %","32.454(0,20 %)","5,59 %","1,55 %","60(0,40 %)",0:02:24,"1.477,41 €(0,30 %)","5,20 %","14,47 %","2,36 %","0(0,00 %)","26,84 %","65,01 %","16,32 €","5.143(0,67 %)","559(0,50 %)","0,38 €","5,20 %","2,95 €","0,39 %","3,69",1,"353(0,38 %)","3.867(0,37 %)"
20170613,"561(0,26 %)","1,58 %","35.508(0,22 %)","9,27 %","1,01 %","21(0,14 %)",0:02:34,"740,18 €(0,15 %)","3,58 %","16,35 %","2,07 %","4(3,31 %)","27,30 %","61,69 %","18,95 €","2.115(0,27 %)","313(0,28 %)","0,36 €","3,58 %","1,32 €","0,62 %","3,63",1,"368(0,40 %)","2.083(0,20 %)"
20170612,"507(0,24 %)","1,38 %","36.650(0,23 %)","9,86 %","2,25 %","36(0,24 %)",0:02:46,"1.344,13 €(0,27 %)","3,29 %","15,27 %","3,74 %","0(0,00 %)","26,00 %","55,06 %","20,71 €","1.499(0,19 %)","263(0,24 %)","0,84 €","3,29 %","2,65 €","0,25 %","3,82","1,03","325(0,35 %)","1.602(0,15 %)"
20170611,"434(0,20 %)","1,43 %","30.325(0,19 %)","10,44 %","0,70 %","11(0,07 %)",0:02:15,"343,97 €(0,07 %)","3,27 %","8,69 %","0,97 %","0(0,00 %)","30,51 %","49,52 %","22,93 €","1.317(0,17 %)","135(0,12 %)","0,22 €","3,27 %","0,79 €","0,70 %","3,25",1,"92(0,10 %)","1.561(0,15 %)"
20170610,"129(0,06 %)","0,79 %","16.427(0,10 %)","14,60 %","1,59 %","11(0,07 %)",0:02:41,"400,73 €(0,08 %)","3,10 %","13,55 %","3,16 %","0(0,00 %)","24,86 %","57,80 %","16,90 €","674(0,09 %)","103(0,09 %)","0,58 €","3,10 %","3,11 €","0,87 %","3,99",1,"171(0,18 %)","692(0,07 %)"
20170609,"173(0,08 %)","0,65 %","26.528(0,17 %)","16,81 %","1,67 %","17(0,11 %)",0:02:33,"540,52 €(0,11 %)","3,57 %","13,99 %","2,78 %","0(0,00 %)","25,21 %","60,37 %","19,45 €","1.006(0,13 %)","143(0,13 %)","0,53 €","3,57 %","3,12 €","0,39 %","3,92",1,"148(0,16 %)","1.017(0,10 %)"
20170608,"191(0,09 %)","0,69 %","27.857(0,17 %)","9,43 %","1,12 %","21(0,14 %)",0:02:41,"825,10 €(0,17 %)","3,73 %","11,36 %","1,77 %","0(0,00 %)","23,74 %","61,01 %","20,61 €","2.203(0,29 %)","236(0,21 %)","0,44 €","3,73 %","4,32 €","0,48 %","4,18",1,"180(0,19 %)","1.867(0,18 %)"
20170607,"551(0,26 %)","1,34 %","41.045(0,26 %)","9,81 %","1,49 %","28(0,19 %)",0:02:56,"640,02 €(0,13 %)","2,97 %","13,31 %","1,83 %","0(0,00 %)","26,15 %","53,89 %","18,90 €","1.741(0,23 %)","248(0,22 %)","0,34 €","2,97 %","1,16 €","0,69 %","3,8",1,"188(0,20 %)","1.876(0,18 %)"
20170606,"648(0,31 %)","1,58 %","40.956(0,26 %)","13,51 %","1,96 %","58(0,38 %)",0:02:50,"1.549,35 €(0,31 %)","3,95 %","14,71 %","3,00 %","0(0,00 %)","26,11 %","59,88 %","18,07 €","3.332(0,43 %)","426(0,38 %)","0,52 €","3,95 %","2,39 €","0,37 %","3,81",1,"368(0,40 %)","2.961(0,28 %)"
20170605,"555(0,26 %)","1,28 %","43.430(0,27 %)","11,12 %","1,24 %","34(0,22 %)",0:02:43,"1.015,76 €(0,20 %)","3,90 %","14,73 %","2,01 %","2(1,65 %)","27,80 %","57,02 %","19,75 €","2.749(0,36 %)","385(0,35 %)","0,37 €","3,90 %","1,83 €","0,95 %","3,57",1,"257(0,28 %)","2.734(0,26 %)"
20170604,"414(0,19 %)","1,26 %","32.740(0,20 %)","14,79 %","1,28 %","17(0,11 %)",0:02:16,"555,53 €(0,11 %)","3,21 %","12,70 %","1,97 %","0(0,00 %)","27,96 %","48,87 %","19,01 €","1.178(0,15 %)","197(0,18 %)","0,42 €","3,21 %","1,34 €","0,98 %","3,55",1,"150(0,16 %)","1.332(0,13 %)"
20170603,"297(0,14 %)","1,19 %","25.028(0,16 %)","17,84 %","1,76 %","15(0,10 %)",0:02:01,"501,77 €(0,10 %)","3,10 %","14,05 %","4,27 %","0(0,00 %)","33,18 %","50,82 %","17,77 €","593(0,08 %)","92(0,08 %)","0,59 €","3,10 %","1,69 €","0,70 %","2,99",1,"64(0,07 %)","852(0,08 %)"
20170602,"220(0,10 %)","1,14 %","19.374(0,12 %)","13,76 %","2,29 %","21(0,14 %)",0:03:12,"896,91 €(0,18 %)","2,71 %","18,05 %","5,14 %","2(1,65 %)","25,82 %","54,26 %","18,76 €","756(0,10 %)","169(0,15 %)","0,98 €","2,71 %","4,08 €","0,44 %","3,83",1,"156(0,17 %)","916(0,09 %)"
20170601,"249(0,12 %)","0,91 %","27.234(0,17 %)","11,45 %","1,07 %","24(0,16 %)",0:02:40,"702,41 €(0,14 %)","2,73 %","13,06 %","1,89 %","0(0,00 %)","25,07 %","64,30 %","17,10 €","2.163(0,28 %)","272(0,24 %)","0,31 €","2,73 %","2,82 €","0,85 %","3,95","1,05","218(0,24 %)","2.244(0,21 %)"
20170531,"534(0,25 %)","1,49 %","35.827(0,22 %)","10,66 %","2,10 %","47(0,31 %)",0:02:42,"1.351,26 €(0,27 %)","3,23 %","14,30 %","3,11 %","0(0,00 %)","25,34 %","53,96 %","17,66 €","2.342(0,30 %)","351(0,32 %)","0,61 €","3,23 %","2,53 €","0,67 %","3,92","1,03","255(0,28 %)","2.233(0,21 %)"
20170530,"484(0,23 %)","1,35 %","35.890(0,22 %)","9,15 %","1,30 %","36(0,24 %)",0:02:24,"913,83 €(0,18 %)","4,39 %","9,40 %","1,78 %","0(0,00 %)","26,69 %","65,45 %","17,54 €","3.396(0,44 %)","276(0,25 %)","0,33 €","4,39 %","1,89 €","0,33 %","3,73",1,"221(0,24 %)","2.764(0,26 %)"
20170529,"532(0,25 %)","1,49 %","35.723(0,22 %)","12,19 %","1,48 %","43(0,28 %)",0:02:13,"1.549,99 €(0,31 %)","4,09 %","14,15 %","3,30 %","0(0,00 %)","27,81 %","60,23 %","17,64 €","3.085(0,40 %)","388(0,35 %)","0,54 €","4,09 %","2,91 €","0,14 %","3,58",1,"345(0,37 %)","2.897(0,28 %)"
20170528,"449(0,21 %)","1,77 %","25.400(0,16 %)","18,71 %","1,77 %","30(0,20 %)",0:02:16,"768,66 €(0,15 %)","2,98 %","16,40 %","2,55 %","0(0,00 %)","30,02 %","54,84 %","17,88 €","1.338(0,17 %)","276(0,25 %)","0,45 €","2,98 %","1,71 €","0,65 %","3,32",1,"212(0,23 %)","1.694(0,16 %)"
20170527,"244(0,11 %)","1,18 %","20.717(0,13 %)","10,17 %","1,93 %","15(0,10 %)",0:02:22,"442,35 €(0,09 %)","2,36 %","12,75 %","2,81 %","0(0,00 %)","26,56 %","63,71 %","26,02 €","555(0,07 %)","73(0,07 %)","0,57 €","2,36 %","1,81 €","1,42 %","3,75",1,"56(0,06 %)","777(0,07 %)"
20170526,"284(0,13 %)","1,20 %","23.683(0,15 %)","9,61 %","1,64 %","15(0,10 %)",0:02:39,"352,32 €(0,07 %)","2,65 %","12,86 %","2,37 %","0(0,00 %)","29,79 %","56,11 %","18,32 €","636(0,08 %)","98(0,09 %)","0,38 €","2,65 %","1,24 €","0,98 %","3,3",1,"161(0,17 %)","916(0,09 %)"
20170525,"546(0,26 %)","1,43 %","38.053(0,24 %)","9,92 %","1,05 %","19(0,13 %)",0:02:39,"738,92 €(0,15 %)","3,62 %","12,33 %","2,02 %","0(0,00 %)","25,73 %","58,21 %","19,11 €","2.055(0,27 %)","240(0,22 %)","0,41 €","3,62 %","1,35 €","0,33 %","3,87",1,"195(0,21 %)","1.814(0,17 %)"
20170524,"664(0,31 %)","1,63 %","40.820(0,25 %)","5,94 %","1,33 %","36(0,24 %)",0:02:28,"1.227,93 €(0,25 %)","3,44 %","15,42 %","2,67 %","2(1,65 %)","28,28 %","57,62 %","19,12 €","2.741(0,35 %)","381(0,34 %)","0,45 €","3,44 %","1,85 €","0,41 %","3,51",1,"276(0,30 %)","2.709(0,26 %)"
20170523,"731(0,34 %)","1,47 %","49.596(0,31 %)","8,16 %","2,09 %","51(0,34 %)",0:02:43,"1.756,16 €(0,35 %)","3,03 %","16,69 %","3,69 %","2(1,65 %)","28,19 %","52,40 %","19,68 €","2.370(0,31 %)","424(0,38 %)","0,72 €","3,03 %","2,40 €","0,08 %","3,53","1,02","499(0,54 %)","2.439(0,23 %)"
20170522,"659(0,31 %)","1,67 %","39.460(0,25 %)","8,98 %","1,99 %","49(0,32 %)",0:02:48,"1.426,43 €(0,29 %)","3,04 %","13,03 %","3,17 %","0(0,00 %)","26,48 %","62,02 %","18,58 €","2.419(0,31 %)","332(0,30 %)","0,58 €","3,04 %","2,16 €","0,69 %","3,76",1,"355(0,38 %)","2.462(0,24 %)"
20170521,"435(0,20 %)","1,31 %","33.232(0,21 %)","10,16 %","1,49 %","21(0,14 %)",0:02:42,"529,52 €(0,11 %)","2,86 %","10,65 %","1,76 %","0(0,00 %)","27,71 %","50,04 %","17,44 €","1.244(0,16 %)","227(0,20 %)","0,38 €","2,86 %","1,22 €","0,64 %","3,58",1,"109(0,12 %)","1.407(0,13 %)"
20170520,"411(0,19 %)","1,40 %","29.277(0,18 %)","17,45 %","0,96 %","9(0,06 %)",0:01:41,"241,41 €(0,05 %)","3,05 %","8,84 %","1,26 %","0(0,00 %)","32,97 %","54,28 %","21,75 €","655(0,08 %)","79(0,07 %)","0,26 €","3,05 %","0,59 €","0,00 %","3,02",1,"39(0,04 %)","934(0,09 %)"
20170519,"392(0,18 %)","1,32 %","29.733(0,19 %)","10,04 %","1,19 %","24(0,16 %)",0:02:12,"730,68 €(0,15 %)","2,77 %","7,90 %","2,26 %","0(0,00 %)","28,70 %","70,36 %","19,01 €","1.629(0,21 %)","128(0,12 %)","0,36 €","2,77 %","1,86 €","0,30 %","3,44","1,08","109(0,12 %)","2.021(0,19 %)"
20170518,"416(0,20 %)","1,31 %","31.721(0,20 %)","6,87 %","0,93 %","30(0,20 %)",0:02:18,"742,04 €(0,15 %)","3,18 %","11,01 %","1,55 %","0(0,00 %)","27,93 %","67,16 %","18,13 €","3.021(0,39 %)","291(0,26 %)","0,23 €","3,18 %","1,78 €","0,19 %","3,54",1,"231(0,25 %)","3.216(0,31 %)"
20170517,"441(0,21 %)","1,43 %","30.793(0,19 %)","5,90 %","1,71 %","54(0,36 %)",0:02:29,"1.833,97 €(0,37 %)","3,68 %","13,17 %","3,14 %","0(0,00 %)","25,51 %","58,09 %","17,63 €","3.723(0,48 %)","430(0,39 %)","0,58 €","3,68 %","4,16 €","0,60 %","3,88","1,04","522(0,56 %)","3.152(0,30 %)"
20170516,"491(0,23 %)","1,69 %","29.098(0,18 %)","6,79 %","1,78 %","54(0,36 %)",0:02:53,"1.768,07 €(0,36 %)","4,03 %","16,33 %","3,09 %","0(0,00 %)","24,94 %","65,67 %","16,59 €","3.972(0,51 %)","557(0,50 %)","0,58 €","4,03 %","3,60 €","0,13 %","3,98",1,"398(0,43 %)","3.032(0,29 %)"
20170515,"358(0,17 %)","1,51 %","23.748(0,15 %)","7,34 %","1,84 %","39(0,26 %)",0:02:45,"1.061,35 €(0,21 %)","3,85 %","13,59 %","2,45 %","0(0,00 %)","26,31 %","57,67 %","19,14 €","2.445(0,32 %)","300(0,27 %)","0,50 €","3,85 %","2,96 €","0,19 %","3,76","1,04","257(0,28 %)","2.124(0,20 %)"
20170514,"247(0,12 %)","1,37 %","18.056(0,11 %)","11,81 %","1,53 %","17(0,11 %)",0:02:13,"527,36 €(0,11 %)","2,98 %","13,80 %","2,23 %","0(0,00 %)","29,68 %","51,58 %","17,58 €","904(0,12 %)","176(0,16 %)","0,48 €","2,98 %","2,14 €","0,54 %","3,34","1,15","96(0,10 %)","1.109(0,11 %)"
20170513,"207(0,10 %)","1,31 %","15.788(0,10 %)","12,34 %","0,79 %","6(0,04 %)",0:02:27,"136,71 €(0,03 %)","2,59 %","11,45 %","0,76 %","0(0,00 %)","28,86 %","62,34 %","22,07 €","606(0,08 %)","90(0,08 %)","0,18 €","2,59 %","0,66 €","0,26 %","3,46",1,"58(0,06 %)","762(0,07 %)"
20170512,"181(0,09 %)","0,95 %","19.046(0,12 %)","14,11 %","1,37 %","11(0,07 %)",0:02:34,"367,41 €(0,07 %)","2,72 %","8,00 %","2,19 %","0(0,00 %)","27,78 %","57,43 %","21,36 €","685(0,09 %)","62(0,06 %)","0,46 €","2,72 %","2,03 €","0,50 %","3,58",1,"47(0,05 %)","801(0,08 %)"
20170511,"249(0,12 %)","1,17 %","21.239(0,13 %)","12,16 %","1,62 %","24(0,16 %)",0:02:40,"609,81 €(0,12 %)","3,37 %","12,68 %","2,23 %","2(1,65 %)","26,61 %","59,05 %","18,00 €","1.501(0,19 %)","188(0,17 %)","0,41 €","3,37 %","2,45 €","0,61 %","3,74","1,06","107(0,12 %)","1.480(0,14 %)"
20170510,"265(0,12 %)","1,14 %","23.320(0,15 %)","11,31 %","1,07 %","19(0,13 %)",0:02:31,"709,24 €(0,14 %)","3,35 %","11,02 %","1,77 %","0(0,00 %)","25,54 %","56,27 %","20,69 €","1.886(0,24 %)","203(0,18 %)","0,40 €","3,35 %","2,68 €","0,34 %","3,89",1,"156(0,17 %)","1.777(0,17 %)"
20170509,"180(0,08 %)","0,79 %","22.688(0,14 %)","8,93 %","1,46 %","30(0,20 %)",0:02:36,"1.275,27 €(0,26 %)","2,81 %","14,00 %","3,01 %","4(3,31 %)","26,11 %","59,37 %","18,42 €","2.073(0,27 %)","308(0,28 %)","0,62 €","2,81 %","7,08 €","0,29 %","3,81","1,08","293(0,32 %)","2.060(0,20 %)"
20170508,"307(0,14 %)","1,05 %","29.141(0,18 %)","9,48 %","1,33 %","26(0,17 %)",0:03:13,"852,29 €(0,17 %)","3,04 %","11,14 %","1,97 %","6(4,96 %)","26,81 %","55,69 %","20,58 €","1.938(0,25 %)","225(0,20 %)","0,43 €","3,04 %","2,78 €","0,31 %","3,7","1,05","195(0,21 %)","1.961(0,19 %)"
20170507,"207(0,10 %)","0,95 %","21.835(0,14 %)","11,12 %","1,85 %","21(0,14 %)",0:02:51,"871,43 €(0,18 %)","2,20 %","9,89 %","3,38 %","0(0,00 %)","29,57 %","55,78 %","20,22 €","901(0,12 %)","128(0,12 %)","0,77 €","2,20 %","4,21 €","0,53 %","3,37",1,"171(0,18 %)","1.133(0,11 %)"
20170506,"204(0,10 %)","0,99 %","20.575(0,13 %)","13,58 %","1,40 %","11(0,07 %)",0:02:01,"369,47 €(0,07 %)","3,06 %","8,40 %","2,49 %","0(0,00 %)","31,89 %","53,05 %","19,22 €","561(0,07 %)","64(0,06 %)","0,47 €","3,06 %","1,81 €","0,51 %","3,1",1,"81(0,09 %)","788(0,08 %)"
20170505,"252(0,12 %)","1,03 %","24.455(0,15 %)","9,83 %","1,28 %","19(0,13 %)",0:02:23,"540,42 €(0,11 %)","2,77 %","9,89 %","1,73 %","6(4,96 %)","29,35 %","60,23 %","20,70 €","1.268(0,16 %)","154(0,14 %)","0,36 €","2,77 %","2,14 €","0,13 %","3,35","1,08","66(0,07 %)","1.486(0,14 %)"
20170504,"249(0,12 %)","0,86 %","28.846(0,18 %)","11,86 %","0,83 %","17(0,11 %)",0:02:31,"514,62 €(0,10 %)","2,86 %","9,29 %","1,52 %","0(0,00 %)","28,84 %","58,89 %","18,15 €","1.974(0,26 %)","171(0,15 %)","0,25 €","2,86 %","2,07 €","0,44 %","3,44",1,"295(0,32 %)","2.058(0,20 %)"
20170503,"261(0,12 %)","1,06 %","24.584(0,15 %)","11,84 %","1,12 %","21(0,14 %)",0:02:11,"624,58 €(0,13 %)","3,17 %","10,21 %","1,41 %","0(0,00 %)","28,94 %","56,56 %","23,52 €","1.805(0,23 %)","191(0,17 %)","0,33 €","3,17 %","2,39 €","0,32 %","3,41",1,"165(0,18 %)","1.867(0,18 %)"
20170502,"220(0,10 %)","0,93 %","23.778(0,15 %)","10,20 %","1,32 %","15(0,10 %)",0:02:43,"647,47 €(0,13 %)","2,64 %","9,29 %","2,26 %","15(12,40 %)","27,12 %","55,94 %","24,74 €","936(0,12 %)","107(0,10 %)","0,57 €","2,64 %","2,94 €","0,53 %","3,67",1,"96(0,10 %)","1.137(0,11 %)"
20170501,"185(0,09 %)","1,00 %","18.557(0,12 %)","10,70 %","0,71 %","6(0,04 %)",0:02:17,"200,84 €(0,04 %)","2,89 %","11,40 %","0,98 %","0(0,00 %)","31,22 %","52,68 %","22,32 €","683(0,09 %)","105(0,09 %)","0,24 €","2,89 %","1,09 €","0,24 %","3,17",1,"161(0,17 %)","841(0,08 %)"
20170430,"226(0,11 %)","1,11 %","20.450(0,13 %)","13,66 %","1,41 %","17(0,11 %)",0:01:57,"534,10 €(0,11 %)","2,64 %","5,65 %","2,12 %","0(0,00 %)","34,28 %","46,44 %","22,43 €","811(0,11 %)","64(0,06 %)","0,44 €","2,64 %","2,36 €","0,75 %","2,9",1,"81(0,09 %)","1.208(0,12 %)"
20170429,"202(0,10 %)","1,00 %","20.206(0,13 %)","14,08 %","1,87 %","13(0,09 %)",0:02:20,"433,00 €(0,09 %)","3,06 %","9,53 %","2,62 %","0(0,00 %)","31,02 %","52,87 %","21,16 €","537(0,07 %)","73(0,07 %)","0,62 €","3,06 %","2,14 €","0,00 %","3,21","1,11","69(0,07 %)","696(0,07 %)"
20170428,"207(0,10 %)","0,95 %","21.716(0,14 %)","10,11 %","0,66 %","6(0,04 %)",0:02:14,"211,43 €(0,04 %)","2,99 %","9,93 %","1,21 %","0(0,00 %)","30,94 %","55,05 %","19,22 €","739(0,10 %)","94(0,08 %)","0,23 €","2,99 %","1,02 €","1,21 %","3,2",1,"64(0,07 %)","910(0,09 %)"
20170427,"209(0,10 %)","0,89 %","23.418(0,15 %)","12,83 %","0,79 %","13(0,09 %)",0:02:36,"548,36 €(0,11 %)","2,77 %","6,90 %","1,35 %","6(4,96 %)","28,00 %","62,31 %","26,46 €","1.535(0,20 %)","124(0,11 %)","0,33 €","2,77 %","2,62 €","0,36 %","3,52",1,"71(0,08 %)","1.653(0,16 %)"
20170426,"269(0,13 %)","1,00 %","26.952(0,17 %)","10,24 %","0,77 %","26(0,17 %)",0:02:23,"1.140,93 €(0,23 %)","2,86 %","8,07 %","1,37 %","0(0,00 %)","26,40 %","64,95 %","25,74 €","3.351(0,43 %)","253(0,23 %)","0,34 €","2,86 %","4,24 €","0,18 %","3,76","1,1","165(0,18 %)","3.389(0,32 %)"
